case,label,category,provider,model,thinking_mode,thinking_budget,max_output_tokens,prompt_template_name,ssal_profile_name,count,indices_base0_ranges,ok_count,valid_json_count,valid_path_count,exact_path_match_count,avg_absolute_length_error_m,avg_relative_length_error,avg_declared_length_absolute_error_m,avg_node_overlap,avg_edge_overlap,common_outcome_labels,brief_evaluation_summary
2,Kankurinkatu 5 → Merimiehenkatu 23,I. Direct route,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,3,"87, 89, 91",3,3,0,0,,,,0.2575757575757577,0.14285714285714274,"missing_edges×2, unknown_nodes×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 3/3; valid path 0/3; exact 0/3; avg node overlap 25.8%; avg edge overlap 14.3%. Main labels: missing_edges×2, unknown_nodes×1."
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,Gemini,gemini-2.5-flash,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,2,"8, 10",1,1,0,0,,,,0.111111111111111,0.075,"missing_edges×1, provider_call_failed×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/2; valid JSON 1/2; valid path 0/2; exact 0/2; avg node overlap 11.1%; avg edge overlap 7.5%. Main labels: missing_edges×1, provider_call_failed×1."
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,7,"72, 74, 76, 78, 80, 82, 84",7,3,0,0,,,,0.102880658436214,0.07083333333333333,"invalid_json×4, missing_edges×2, empty_path×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 7/7; valid JSON 3/7; valid path 0/7; exact 0/7; avg node overlap 10.3%; avg edge overlap 7.1%. Main labels: invalid_json×4, missing_edges×2, empty_path×1."
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,Gemini,gemini-2.5-flash,custom,4352,4096,VoT Template,default_length_name_oneway_coords,1,98,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,Gemini,gemini-2.5-flash,custom,1024,4096,VoT Template,default_length_name_oneway_coords,1,100,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,Gemini,gemini-2.5-flash,custom,2048,4096,VoT Template,default_length_name_oneway_coords,1,102,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,default_length_name_oneway_coords,1,104,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,OpenAI,gpt-5.4,,,4096,VoT Template,default_length_name_oneway_coords,3,"99, 101, 103",3,3,3,0,624.5333333333326,0.49125567004903037,1538.3,0.30452674897119314,0.2833333333333333,valid_but_not_shortest×3,"All runs produced valid paths, but none matched the shortest path exactly. ok 3/3; valid JSON 3/3; valid path 3/3; exact 0/3; avg length error 624.5 m; avg relative error 49.1%; avg node overlap 30.5%; avg edge overlap 28.3%. Main labels: valid_but_not_shortest×3."
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,OpenAI,gpt-5.4-mini,,,4096,Built-in default route prompt,default_length_name_oneway_coords,2,"9, 11",2,2,0,0,,,,0.0308641975308642,0.00625,"wrong_destination×1, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 2/2; valid path 0/2; exact 0/2; avg node overlap 3.1%; avg edge overlap 0.6%. Main labels: wrong_destination×1, missing_edges×1."
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,7,"73, 75, 77, 79, 81, 83, 85",7,5,0,0,,,,0.029629629629629638,0.005,"missing_edges×3, wrong_destination+missing_edges×2, invalid_json×2","Responses were at least partly parseable JSON, but no run produced a valid path. ok 7/7; valid JSON 5/7; valid path 0/7; exact 0/7; avg node overlap 3.0%; avg edge overlap 0.5%. Main labels: missing_edges×3, wrong_destination+missing_edges×2, invalid_json×2."
3,Tehtaankatu 27-29 → Erottajankatu 5,II. Long multi-hop route,OpenAI,gpt-5.4-mini,,,4096,VoT Template,default_length_name_oneway_coords,1,105,1,1,0,0,,,,0.037037037037037,0.0,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 3.7%; avg edge overlap 0.0%. Main labels: missing_edges×1."
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,7,"58, 60, 62, 64, 66, 68, 70",7,2,0,0,,,,0.2682926829268295,0.2407407407407405,"invalid_json×5, missing_edges×2","Responses were at least partly parseable JSON, but no run produced a valid path. ok 7/7; valid JSON 2/7; valid path 0/7; exact 0/7; avg node overlap 26.8%; avg edge overlap 24.1%. Main labels: invalid_json×5, missing_edges×2."
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,Gemini,gemini-2.5-flash,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,1,234,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,Gemini,gemini-2.5-flash,off,0,8192,Built-in default route prompt,default_length_name_oneway_coords,1,236,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,Gemini,gemini-2.5-flash,off,0,1536,Built-in default route prompt,default_length_name_oneway_coords,1,238,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,OpenAI,gpt-5.4,,,4096,Built-in default route prompt,default_length_name_oneway_coords,1,235,1,1,0,0,,,,0.365853658536585,0.358024691358025,wrong_destination×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 36.6%; avg edge overlap 35.8%. Main labels: wrong_destination×1."
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,OpenAI,gpt-5.4,,,8192,Built-in default route prompt,default_length_name_oneway_coords,1,237,1,1,0,0,,,,0.365853658536585,0.358024691358025,wrong_destination×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 36.6%; avg edge overlap 35.8%. Main labels: wrong_destination×1."
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,OpenAI,gpt-5.4,,,1536,Built-in default route prompt,default_length_name_oneway_coords,1,239,1,1,0,0,,,,0.378048780487805,0.358024691358025,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 37.8%; avg edge overlap 35.8%. Main labels: missing_edges×1."
4,Ratakatu 2 → Perämiehenkatu 11 A,II. Long multi-hop route,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,7,"59, 61, 63, 65, 67, 69, 71",7,6,0,0,,,,0.04878048780487804,0.024691358024691367,"missing_edges×5, invalid_json×1, wrong_destination×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 7/7; valid JSON 6/7; valid path 0/7; exact 0/7; avg node overlap 4.9%; avg edge overlap 2.5%. Main labels: missing_edges×5, invalid_json×1, wrong_destination×1."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,1,6,1,1,0,0,,,,0.884615384615385,0.84,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 88.5%; avg edge overlap 84.0%. Main labels: missing_edges×1."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,3,"52, 54, 56",3,3,0,0,,,,0.46153846153846134,0.4,missing_edges×3,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 3/3; valid path 0/3; exact 0/3; avg node overlap 46.2%; avg edge overlap 40.0%. Main labels: missing_edges×3."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,custom,1024,4096,Built-in default route prompt,default_length_name_oneway_coords,1,196,1,1,0,0,,,,0.346153846153846,0.28,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 34.6%; avg edge overlap 28.0%. Main labels: missing_edges×1."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,custom,2048,4096,Built-in default route prompt,default_length_name_oneway_coords,5,"198, 200, 202, 216, 218",5,2,0,0,,,,0.307692307692308,0.08,"invalid_json×3, missing_edges×2","Responses were at least partly parseable JSON, but no run produced a valid path. ok 5/5; valid JSON 2/5; valid path 0/5; exact 0/5; avg node overlap 30.8%; avg edge overlap 8.0%. Main labels: invalid_json×3, missing_edges×2."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,4096,JSON Generator,default_length_name_oneway_coords,2,"220, 222",2,1,0,0,,,,0.153846153846154,0.08,"missing_edges×1, invalid_json×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 1/2; valid path 0/2; exact 0/2; avg node overlap 15.4%; avg edge overlap 8.0%. Main labels: missing_edges×1, invalid_json×1."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,4096,Node to Node Routing Engine,default_length_name_oneway_coords,1,224,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,4096,Validation Routing Engine,default_length_name_oneway_coords,2,"226, 228",2,2,0,0,,,,0.5384615384615385,0.48,missing_edges×2,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 2/2; valid path 0/2; exact 0/2; avg node overlap 53.8%; avg edge overlap 48.0%. Main labels: missing_edges×2."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,1536,Built-in default route prompt,default_length_name_oneway_coords,1,232,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,OpenAI,gpt-5.4,,,4096,Built-in default route prompt,default_length_name_oneway_coords,6,"197, 199, 201, 203, 217, 219",6,6,0,0,,,,0.20512820512820515,0.16666666666666669,"missing_edges×3, empty_path×3","Responses were at least partly parseable JSON, but no run produced a valid path. ok 6/6; valid JSON 6/6; valid path 0/6; exact 0/6; avg node overlap 20.5%; avg edge overlap 16.7%. Main labels: missing_edges×3, empty_path×3."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,OpenAI,gpt-5.4,,,4096,JSON Generator,default_length_name_oneway_coords,2,"221, 223",2,2,0,0,,,,0.44230769230769246,0.38,missing_edges×2,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 2/2; valid path 0/2; exact 0/2; avg node overlap 44.2%; avg edge overlap 38.0%. Main labels: missing_edges×2."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,OpenAI,gpt-5.4,,,4096,Node to Node Routing Engine,default_length_name_oneway_coords,1,225,1,1,1,1,0.0,0.0,147.2,1.0,1.0,exact_match×1,All runs matched the ground-truth route exactly. ok 1/1; valid JSON 1/1; valid path 1/1; exact 1/1; avg length error 0.0 m; avg relative error 0.0%; avg node overlap 100.0%; avg edge overlap 100.0%. Main labels: exact_match×1.
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,OpenAI,gpt-5.4,,,4096,Validation Routing Engine,default_length_name_oneway_coords,2,"227, 229",2,1,0,0,,,,0.269230769230769,0.24,"wrong_destination+missing_edges×1, invalid_json×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 1/2; valid path 0/2; exact 0/2; avg node overlap 26.9%; avg edge overlap 24.0%. Main labels: wrong_destination+missing_edges×1, invalid_json×1."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,OpenAI,gpt-5.4,,,1536,Built-in default route prompt,default_length_name_oneway_coords,1,233,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,OpenAI,gpt-5.4-mini,,,4096,Built-in default route prompt,default_length_name_oneway_coords,1,7,1,1,0,0,,,,0.192307692307692,0.12,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 19.2%; avg edge overlap 12.0%. Main labels: missing_edges×1."
5,Laivurinkatu 10 → Ratakatu 2,III. Junction-heavy route,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,3,"53, 55, 57",3,3,0,0,,,,0.141025641025641,0.06666666666666667,missing_edges×3,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 3/3; valid path 0/3; exact 0/3; avg node overlap 14.1%; avg edge overlap 6.7%. Main labels: missing_edges×3."
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,4,"44, 46, 48, 50",4,1,0,0,,,,0.05,0.0,"invalid_json×3, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 4/4; valid JSON 1/4; valid path 0/4; exact 0/4; avg node overlap 5.0%; avg edge overlap 0.0%. Main labels: invalid_json×3, missing_edges×1."
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,default_length_name_oneway_coords,1,106,1,1,0,0,,,,0.05,0.0,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 5.0%; avg edge overlap 0.0%. Main labels: missing_edges×1."
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,Gemini,gemini-2.5-flash,custom,2048,4096,Built-in default route prompt,default_length_name_oneway_coords,3,"148, 184, 188",3,0,0,0,,,,,,invalid_json×3,No successful valid route result. ok 3/3; valid JSON 0/3; valid path 0/3; exact 0/3. Main labels: invalid_json×3.
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,Gemini,gemini-2.5-flash,custom,2048,4096,Node to Node Routing Engine,default_length_name_oneway_coords,1,186,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,Gemini,gemini-2.5-flash,custom,1024,4096,Built-in default route prompt,default_length_name_oneway_coords,3,"190, 192, 194",3,1,0,0,,,,0.125,0.0769230769230769,"invalid_json×2, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 1/3; valid path 0/3; exact 0/3; avg node overlap 12.5%; avg edge overlap 7.7%. Main labels: invalid_json×2, missing_edges×1."
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,Gemini,gemini-2.5-flash,off,0,1536,Built-in default route prompt,default_length_name_oneway_coords,1,230,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,OpenAI,gpt-5.4,,,4096,VoT Template,default_length_name_oneway_coords,1,107,1,1,1,0,489.7,0.885053316464847,755.8,0.45,0.41025641025641,valid_but_not_shortest×1,"All runs produced valid paths, but none matched the shortest path exactly. ok 1/1; valid JSON 1/1; valid path 1/1; exact 0/1; avg length error 489.7 m; avg relative error 88.5%; avg node overlap 45.0%; avg edge overlap 41.0%. Main labels: valid_but_not_shortest×1."
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,OpenAI,gpt-5.4,,,4096,Built-in default route prompt,default_length_name_oneway_coords,6,"149, 185, 189, 191, 193, 195",6,6,0,0,,,,0.008333333333333333,0.0,"empty_path×4, wrong_destination×2","Responses were at least partly parseable JSON, but no run produced a valid path. ok 6/6; valid JSON 6/6; valid path 0/6; exact 0/6; avg node overlap 0.8%; avg edge overlap 0.0%. Main labels: empty_path×4, wrong_destination×2."
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,OpenAI,gpt-5.4,,,4096,Node to Node Routing Engine,default_length_name_oneway_coords,1,187,1,1,1,0,491.4,0.888125790710284,471.3,0.45,0.41025641025641,valid_but_not_shortest×1,"All runs produced valid paths, but none matched the shortest path exactly. ok 1/1; valid JSON 1/1; valid path 1/1; exact 0/1; avg length error 491.4 m; avg relative error 88.8%; avg node overlap 45.0%; avg edge overlap 41.0%. Main labels: valid_but_not_shortest×1."
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,OpenAI,gpt-5.4,,,1536,Built-in default route prompt,default_length_name_oneway_coords,1,231,1,1,1,0,489.7,0.885053316464847,702.2,0.45,0.41025641025641,valid_but_not_shortest×1,"All runs produced valid paths, but none matched the shortest path exactly. ok 1/1; valid JSON 1/1; valid path 1/1; exact 0/1; avg length error 489.7 m; avg relative error 88.5%; avg node overlap 45.0%; avg edge overlap 41.0%. Main labels: valid_but_not_shortest×1."
